,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
12954,North America,NAC,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,5895826.525,5953199.318,6202077.956,6433903.383,6295263.05,6069698.793,6449398.88,6623394.688,6605082.22,6792033.97,6608490.846,6530407.246,6111325.987,6098981.315,6331562.956,6354321.231,6297473.249,6315318.579,6809717.183,7016378.805,6520120.0,6474500.0,6572320.0,6677800.0,6789440.0,6866470.0,7052200.0,7317220.0,7359500.0,7360200.0,7532910.0,7467870.0,7326440.0,7404800.0,7480880.0,7506900.0,7398430.0,7520400.0,7318170.0,6855460.0,7116780.0,6904190.0,6662950.0,6814090.0,6841350.0,6711580.0,6602470.0,6552170.0,6748550.0,,
12956,North America,NAC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-146276.4996,42840.60335,12258.03107,14188.07465,34692.70078,23227.08397,74780.05313,74954.96821,58152.53013,134514.1406,164434.3174,177864.7309,86824.29155,111972.3292,84692.99833,92919.93965,92227.50722,-72724.13212,141876.5315,225912.4702,-135135.3047,-146490.3047,-153533.2031,-158620.1953,-182135.1016,-190952.4922,-162175.4141,-44431.69531,-37052.89063,-30053.60156,-93066.89844,-95430.71875,-169336.0156,-137017.7969,-124161.0938,-97579.79688,-57454.00781,-26885.20313,-55133.19531,-34503.39844,-57031.39063,-123926.3906,-134002.3047,-66599.3125,-124413.8672,-82129.3125,-74325.21094,,,,
12964,North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,3084636.082,3075748.385,3195470.028,3331448.491,3495003.39,3644304.228,3822498.334,3978962.883,4136307.765,4333594.097,4671961.156,4710963.583,4947765.871,5153723.484,4990337.316,4805313.291,5014330.063,5152380.976,5308709.807,5345863.535,5168366.359,4967621.052,4723313.924,4752383.259,4902641.459,4916499.371,4902348.015,5121767.39,5350764.056,5420695.523,5266383.377,5223274.768,5308491.554,5425372.008,5514430.453,5578808.243,5748751.604,6029122.634,6080084.633,6108076.716,6294127.03,6258891.82,6122272.845,6207669.708,6279990.928,6308773.353,6200326.539,6314305.741,6116180.214,5682803.136,5930460.043,5722290.181,5499724.105,5648288.236,5666856.252,5543983.21,5441468.957,5378301.689,5558099.304,,
12969,North America,NAC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5516.355617,5494.086457,5654.544543,5869.044418,6024.09479,6201.770587,6469.291448,6693.144005,6960.887266,7215.690803,7466.148368,7528.958471,7837.852245,8060.070944,7830.599969,7609.23966,8022.210308,8202.50574,8353.196466,8281.908558,7931.208139,7638.529661,7250.713423,7187.118903,7436.015009,7457.422268,7390.388879,7626.997783,7853.258884,7897.5529,7667.611043,7620.080221,7669.860944,7715.564427,7777.627583,7785.182444,7865.164089,7851.083732,7817.956797,7941.329723,8077.286737,7850.314676,7858.1442,7848.043092,7938.031773,7903.118483,7751.023404,7802.97578,7557.741461,7129.923196,7223.540273,7117.469938,6957.807503,6989.336549,7054.546992,6886.867395,,,,,
12970,North America,NAC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4192.355536,4310.905022,4556.777414,4806.667435,5107.549689,5388.740122,5754.039555,6050.596922,6539.548431,7057.870857,7399.198678,7675.057614,8241.735458,8733.31576,8676.856737,8710.565602,9173.396945,9576.916786,9823.794984,9964.994139,10148.83304,10295.15536,9880.612557,10105.63611,10680.14793,10849.50957,10908.62127,11370.19803,11801.10282,12022.75346,12158.08911,12537.98594,12428.19636,12664.91452,12845.61964,13043.53455,13225.9472,13261.85849,13478.08616,13615.61689,14001.20834,13419.03199,13656.44242,13691.15509,13769.83134,14023.67911,13871.14348,13955.28481,13930.9151,13164.35199,13580.59419,13483.99377,13200.44502,13278.45725,13253.82147,,,,,,
12971,North America,NAC,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.721911,191.4712482,188.6680696,186.8304995,182.9507669,180.4403178,177.7441618,176.9013437,170.7283534,167.5036818,165.3264102,160.6417407,159.350177,155.9508708,153.36707,148.7157795,143.0438222,142.1555718,139.0741436,135.8827594,135.3242034,132.1187954,127.3394192,126.4710708,125.4210796,119.9036771,,,,,
12972,North America,NAC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.157155854,6.447522563,6.662215109,6.221306586,6.068315189,6.68617988,6.679287809,6.421376037,6.428478511,7.483561561,7.249932932,6.497378871,6.714298249,7.098791406,7.279002611,7.60954161,8.062776413,8.005143632,8.513129432,9.028890127,8.985745295,9.870427494,10.23900105,10.57595682,10.67837383,10.52586839,,,,,
12974,North America,NAC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,122000000.0,181000000.0,206000000.0,286000000.0,320000000.0,345000000.0,383000000.0,474000000.0,629000000.0,799000000.0,817000000.0,844000000.0,1838000000.0,2748000000.0,2864000000.0,3626000000.0,4804000000.0,5355000000.0,4630000000.0,5973000000.0,7109000000.0,8319000000.0,7261000000.0,8511000000.0,10558000000.0,13059000000.0,14068000000.0,15328000000.0,15203000000.0,74620000000.0,100043000000.0,65921000000.0,74471000000.0,77157000000.0,79485000000.0,75930000000.0,77849000000.0,76900000000.0,76844000000.0,81852000000.0,85644000000.0,81120000000.0,90561000000.0,91711000000.0,96633000000.0,104337000000.0,114356000000.0,123641000000.0,145282000000.0,167619000000.0,197809000000.0,228215000000.0,256640000000.0,300283000000.0,335234000000.0,359458000000.0,,,,,
12981,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
12984,North America,NAC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12987,North America,NAC,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6507239.3,6507854.34,6508469.38,6509084.42,6509699.46,6510314.5,6510929.54,6511544.58,6512159.62,6512774.66,6513389.7,6518093.94,6522798.18,6527502.42,6532206.66,6536910.9,6541615.14,6546319.38,6551023.62,6555727.86,6560432.1,6562769.1,6565106.1,6567443.1,6569780.1,6572117.1,6571720.4,6568350.5,6567980.7,6567610.8,6567241.0
12988,North America,NAC,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.449965083,,,,,,,,,,1.44991899,,,,,,,,,,1.45014493,,,,,,,,,,
12993,North America,NAC,Arable land (% of land area),AG.LND.ARBL.ZS,,11.98593911,11.80882628,11.96353311,11.89275087,11.85738458,11.8035903,11.74014064,12.10323271,12.56183583,12.53750427,12.50831742,12.4822203,12.46164054,12.43648137,12.44321255,12.44983339,12.46969589,12.60669199,12.6221406,12.63758921,12.65314817,12.60956101,12.62059574,12.63163046,12.64266519,12.65375508,12.53921465,12.53629045,12.53248347,12.52680059,12.52406452,12.43317095,12.35681066,12.30930618,12.30092531,12.14180459,12.06257527,12.01667082,11.9374415,11.93427865,11.93477513,11.78274146,11.64048848,11.49990699,11.35767608,11.21544516,11.06957339,10.98162078,10.8848122,10.78800362,10.69102941,10.62999612,10.67388157,10.71776702,10.76170216,10.8055324,10.83450597,10.84433313,,
12995,North America,NAC,Agricultural land (sq. km),AG.LND.AGRI.K2,,5093524.0,5062713.0,5041603.0,5021664.0,4994644.0,4992514.0,4988734.0,4992263.0,4987433.0,4975613.0,4963233.0,4953503.0,4942773.0,4932623.0,4932893.0,4933172.9,4931163.0,4905733.0,4901983.0,4898233.0,4894533.0,4926113.0,4925333.0,4924553.0,4923773.0,4922981.92,4879733.0,4880993.0,4882253.0,4883513.0,4884815.464,4868943.0,4843453.0,4824683.0,4814004.0,4774984.0,4761004.0,4758274.0,4751504.0,4756864.0,4762525.608,4751554.0,4749687.0,4747823.0,4745960.0,4734832.0,4728660.0,4703346.0,4678033.0,4652720.0,4627364.0,4608523.538,4614693.0,4620862.0,4627040.0,4633149.0,4638346.538,4640096.538,,
13000,Namibia,NAM,Population growth (annual %),SP.POP.GROW,,2.358821922,2.411115643,2.452541782,2.486889534,2.514077381,2.518711068,2.528368554,2.586072709,2.699115903,2.839535666,2.998006831,3.109102317,3.094482298,2.928587384,2.675449893,2.417157017,2.223839043,2.102707751,2.081039893,2.135094115,2.17106983,2.210936058,2.371522583,2.673154488,3.03925519,3.4271415,3.710612698,3.793251817,3.634191118,3.326982761,2.990635,2.70963844,2.48361669,2.334321881,2.238816964,2.158051983,2.061769222,1.959788224,1.843910739,1.726752668,1.607662622,1.515707407,1.479347373,1.511786586,1.590183202,1.688279971,1.76975302,1.820639351,1.826100994,1.801894313,1.769211698,1.75020985,1.749210134,1.771539665,1.807897723,1.846553978,1.87285954,1.883284894,1.870402328,1.84267165
13008,Namibia,NAM,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,Namibia,NAM,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846872524,,,,,,,,,,1.063776296,,,,,,,,,,1.089542897,,,,,,,,,,
13019,Namibia,NAM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.401433963,,,,,,,,,,,
13025,Namibia,NAM,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,2932.1505,2249.329,2354.5213,2435.9211,2476.0878,2055.3682,1945.5166,2296.1018,2361.2917,2809.3037,2626.816,2135.7512,2124.0766,2058.8681,1808.9368,1826.4053,1927.5645,2204.8812,1915.4187,2081.7957,3480.0,3550.0,3480.0,3390.0,3380.0,3360.0,3230.0,3090.0,3390.0,3370.0,3740.0,3520.0,3000.0,3250.0,3460.0,3520.0,4360.0,3990.0,3000.0,4490.0,4140.0,6630.0,7230.0,3600.0,3040.0,3000.0,3260.0,3320.0,2870.0,,
13027,Namibia,NAM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,4004.26,3544.3,3650.68,3753.5,3982.46,3069.86,2977.71,3469.22,3529.01,3942.0,3891.73,3211.14,3052.82,2950.02,2811.12,2828.66,2957.32,3081.74,2969.87,3153.8,4570.0,4690.0,4610.0,4460.0,4440.0,4430.0,4300.0,4230.0,4570.0,4630.0,5080.0,4880.0,4360.0,4640.0,4810.0,5210.0,5690.0,5350.0,4530.0,5880.0,5530.0,7810.0,8540.0,5090.0,4720.0,4610.0,4970.0,4960.0,4510.0,,
13030,Namibia,NAM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,7251.1455,6119.279,6337.8623,6533.8771,6812.5598,5483.0442,5288.7276,6139.8638,6272.3857,7142.4037,7327.403,6431.6512,6391.1266,6234.4381,6041.7768,6288.8253,6034.2645,6506.8512,6147.4087,6404.1857,,9360.0,9310.0,9270.0,9460.0,9580.0,9470.0,9330.0,10010.0,10020.0,10810.0,10920.0,9550.0,10220.0,10720.0,11320.0,12670.0,12050.0,10600.0,13510.0,12920.0,17900.0,19490.0,12700.0,11970.0,12100.0,12840.0,12890.0,11930.0,,
13032,Namibia,NAM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-228.8503276,-218.7509576,-222.1890845,-250.4679316,-268.741406,-271.8837461,-230.3441843,-282.3586939,-250.3162247,-339.5569014,102.472653,330.4197233,465.2527709,504.9688261,705.9699595,904.3648527,581.1632747,534.0455384,442.5016938,276.6414126,,-20.2826767,-19.60653353,-18.73105669,-18.12524843,20.56663132,34.68375015,16.16923523,-7.847213745,157.2661462,163.0043502,251.3073354,222.550427,238.1733484,223.8586879,247.5587249,249.899703,262.1053805,259.3980904,263.3987484,238.8398705,297.1129761,407.8329582,447.8856468,486.7994156,753.423172,708.1697083,,,,
13040,Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,1220.0,1420.0,1640.0,1770.0,1920.0,1970.0,2020.0,1980.0,1940.0,2460.0,2130.0,2270.0,2380.0,2530.0,2540.0,2620.0,2960.0,3030.0,3130.0,3320.0,3540.0,3820.0,4000.0,4270.0,4360.0,4330.0,4250.0,,
13045,Namibia,NAM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.4608984,487.3123786,511.7349518,538.7454408,576.9160361,606.5374196,607.3718411,621.445628,608.0036919,568.2172404,662.9614946,604.5074342,620.7567081,641.0936099,683.9049979,673.6487974,681.092999,712.2882555,712.0063584,726.0813157,736.4809538,749.9440718,777.6101788,794.3003203,,,,,,
13046,Namibia,NAM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.40114,1005.306038,1076.45949,954.8782342,953.3954269,1034.641555,990.5602319,1086.25663,1156.553719,1052.05499,1090.111298,1127.1826,1169.700811,1453.554657,1521.423751,1606.539381,1606.266783,1638.949545,1583.343705,1586.217605,1610.795763,1660.760979,1692.406468,1652.571933,,,,,,
13047,Namibia,NAM,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.37020747,74.83414889,81.85369272,86.70938487,91.39169662,95.14387667,93.32125274,94.27040037,90.88557284,83.50159695,97.85089438,86.4463145,86.42859162,80.71627177,85.32841276,79.83307415,77.966497,80.89211063,82.10723447,80.39734296,78.98318116,77.90380913,77.83304587,76.27737945,,,,,,
13048,Namibia,NAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.17915851,41.45306323,39.24139909,34.3186226,33.69714773,33.34622207,32.65573311,34.18339055,35.44250141,34.73450089,30.31900024,33.7378006,33.2981987,34.74959946,34.53699875,35.31740189,35.83530045,32.28419876,33.12080002,31.04570007,31.42569923,31.69689941,30.53680038,29.98419952,28.81649971,28.71010017,29.4083004,30.32699966,,
13050,Namibia,NAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
13057,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,27.0,28.93258858,29.95214844,30.96898842,31.9824295,32.99179077,33.99631119,36.5,35.98637009,36.96955109,37.94327164,38.906353,39.85776901,40.80005264,43.7,42.68170547,44.1,44.60103989,42.3,46.60624313,47.4,48.70618057,51.6,49.7,52.5,53.96953964,55.19511795,
13060,Namibia,NAM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,,,285.0,,,
13063,Namibia,NAM,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87691.7,86981.614,86271.528,85561.442,84851.356,84141.27,83431.184,82721.098,82011.012,81300.926,80590.84,79880.746,79170.652,78460.558,77750.464,77040.37,76330.276,75620.182,74910.088,74199.994,73489.9,72779.82,72069.74,71359.66,70649.58,69939.5,69229.4,68519.3,67809.2,67099.1,66389.0
13064,Namibia,NAM,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195345682,,,,,,,,,,0.195345682,,,,,,,,,,0.195345682,,,,,,,,,,
13069,Namibia,NAM,Arable land (% of land area),AG.LND.ARBL.ZS,,0.7785834882,0.7785834882,0.7785834882,0.7834420435,0.7834420435,0.7834420435,0.78708596,0.78708596,0.78708596,0.7895152376,0.7919445153,0.7919445153,0.7919445153,0.7919445153,0.7919445153,0.794373793,0.794373793,0.7955884318,0.7955884318,0.7955884318,0.7955884318,0.7955884318,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8016616259,0.8478179013,0.9073352039,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.9899306441,0.9899306441,0.9887160053,0.9875013665,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,0.9717110617,,
13071,Namibia,NAM,Agricultural land (sq. km),AG.LND.AGRI.K2,,386420.0,386420.0,386420.0,386460.0,386460.0,386460.0,386490.0,386490.0,386490.0,386510.0,386530.0,386530.0,386530.0,386530.0,386530.0,386550.0,386550.0,386560.0,386560.0,386570.0,386570.0,386570.0,386620.0,386620.0,386620.0,386620.0,386620.0,386620.0,386620.0,386620.0,386620.0,386620.0,387000.0,387500.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388200.0,388080.0,388080.0,388080.0,388090.0,388090.0,388090.0,388090.0,388090.0,388090.0,388100.0,388100.0,388100.0,,
13076,New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,,2.74673947,2.67330622,2.720451624,2.761970734,2.687731776,3.261158559,3.158157205,3.061463582,4.423325498,7.410797215,6.899287149,4.481401579,2.362314576,1.926841887,1.138532223,1.125715452,1.481508579,1.096903137,0.7246408521,1.112917608,1.839457595,2.115563554,2.038114026,1.964438067,1.829518523,1.860220415,1.982131906,1.943605838,1.965284643,2.368989136,2.577967007,2.498715148,2.578822274,2.666625017,2.261522218,1.915332709,1.931976819,1.898767879,1.89876221,1.901374378,1.901793221,1.898811419,1.703765144,1.521461098,1.518467354,1.495754382,1.473710882,1.452307684,1.309615607,1.533215429,1.825085374,1.811679043,1.779440428,1.65510643,0.2421985348,0.2416133505,0.2410309872,0.2404514245,0.2398746422,0.2429776993
13084,New Caledonia,NCL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13092,New Caledonia,NCL,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16779415,,,,,,,,,,13.99833316,,,,,,,,,,13.99765205,,,,,,,,,,
13095,New Caledonia,NCL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,New Caledonia,NCL,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,83.39806,83.24027,85.49583,94.6244,83.80044,86.56564,86.23766,93.70835,90.89789,90.9292,95.14551,95.46171,87.16363,100.23354,98.54931,100.8895,101.25282,110.03791,112.82636,103.31959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,New Caledonia,NCL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,180.488,181.12,174.599,185.199,172.292,178.619,176.699,173.284,183.861,175.05,166.561,170.404,163.964,196.206,199.962,206.401,208.512,213.217,220.35,201.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13106,New Caledonia,NCL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,2368.41651,2196.93571,1728.50763,1650.55954,1324.33131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13108,New Caledonia,NCL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,778.1716318,628.6184848,450.9121617,371.9387294,27.77197105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13116,New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,861.745,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1507.137,1646.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121,New Caledonia,NCL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13122,New Caledonia,NCL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,New Caledonia,NCL,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13124,New Caledonia,NCL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15799083,7.411591005,6.507185968,5.322784854,5.421417749,4.381213255,6.701972319,7.583674984,8.033848313,9.06135673,7.543300152,6.719299793,5.283599854,4.928800106,5.200099945,5.076399803,4.522999763,5.82310009,7.781199932,6.955299854,4.849100113,5.928299904,6.167699814,6.562200069,4.293900013,5.089300156,3.697900057,5.082399845,4.436399937,,
13126,New Caledonia,NCL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13133,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84430695,99.87581635,99.90686798,99.93725586,99.96508026,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
13136,New Caledonia,NCL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13139,New Caledonia,NCL,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311.3,8318.02,8324.74,8331.46,8338.18,8344.9,8351.62,8358.34,8365.06,8371.78,8378.5,8379.67,8380.84,8382.01,8383.18,8384.35,8385.52,8386.69,8387.86,8389.03,8390.2,8389.2,8388.2,8387.2,8386.2,8385.2,8384.2,8383.2,8382.2,8381.2,8380.2
13140,New Caledonia,NCL,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.912721692,,,,,,,,,,2.912721692,,,,,,,,,,2.912721692,,,,,,,,,,
13145,New Caledonia,NCL,Arable land (% of land area),AG.LND.ARBL.ZS,,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.5470459519,0.5470459519,0.4923413567,0.4923413567,0.4923413567,0.4923413567,0.4923413567,0.4923413567,0.4923413567,0.4376367615,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3829321663,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3719912473,0.3555798687,0.3284463895,0.3282275711,0.3282275711,0.3265864333,0.3265864333,0.3265864333,0.3265864333,,
13147,New Caledonia,NCL,Agricultural land (sq. km),AG.LND.AGRI.K2,,2610.0,2610.0,2610.0,2620.0,2620.0,2620.0,2620.0,2630.0,2630.0,2630.0,2630.0,2640.0,2640.0,2640.0,2640.0,2650.0,2650.0,2650.0,2650.0,2650.0,2650.0,2720.0,2800.0,2900.0,2780.0,2670.0,2560.0,2460.0,2360.0,2320.0,2290.0,2300.0,2300.0,2310.0,2330.0,2350.0,2380.0,2400.0,2430.0,2450.0,2480.0,2500.0,2436.0,2366.0,2301.0,2246.0,2181.0,2106.0,2056.0,1986.0,1903.0,1840.34,1837.3,1837.3,1840.3,1840.3,1840.3,1840.3,,
13152,Niger,NER,Population growth (annual %),SP.POP.GROW,,2.837910825,2.881117502,2.90473338,2.90323423,2.885185327,2.867226199,2.854110808,2.838671081,2.82104524,2.803960882,2.783963025,2.769432918,2.769997014,2.788971935,2.819446203,2.85461725,2.883471997,2.898618405,2.896234991,2.883675708,2.875457794,2.875636462,2.876417526,2.878589959,2.885122958,2.891441177,2.907896354,2.950938656,3.024798097,3.11725863,3.21378172,3.299326901,3.368916989,3.417334159,3.451543817,3.48239291,3.515479083,3.54723052,3.578407544,3.608767553,3.637747759,3.664564012,3.688279674,3.709068833,3.727929015,3.742057985,3.756576119,3.778529478,3.809666088,3.844166656,3.876413583,3.898743038,3.90731712,3.899846968,3.881451544,3.859843092,3.839001312,3.816736721,3.794206636,3.771351275
13160,Niger,NER,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2
13168,Niger,NER,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13171,Niger,NER,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.525065739,,,,,,,,,,,
